0,Iris-setosa
1,Iris-versicolor
0,Iris-setosa
2,Iris-virginica
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
0,Iris-setosa
1,Iris-virginica
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
2,Iris-virginica
0,Iris-setosa
1,Iris-virginica
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
88.88888888888889
0,Iris-setosa
1,Iris-versicolor
0,Iris-setosa
2,Iris-virginica
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
0,Iris-setosa
1,Iris-virginica
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
2,Iris-virginica
0,Iris-setosa
1,Iris-virginica
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
88.88888888888889
0,Iris-setosa
1,Iris-versicolor
0,Iris-setosa
2,Iris-virginica
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
0,Iris-setosa
1,Iris-virginica
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
2,Iris-virginica
0,Iris-setosa
1,Iris-virginica
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
88.88888888888889
0,Iris-setosa
1,Iris-versicolor
0,Iris-setosa
2,Iris-virginica
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-versicolor
0,Iris-setosa
0,Iris-setosa
1,Iris-virginica
1,Iris-versicolor
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
0,Iris-setosa
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
1,Iris-virginica
1,Iris-versicolor
1,Iris-virginica
2,Iris-virginica
0,Iris-setosa
1,Iris-virginica
2,Iris-virginica
2,Iris-virginica
1,Iris-versicolor
2,Iris-virginica
88.88888888888889
